"t_val_age","p_val_age","q_val_age","beta_val_age"
0.178777072500337,0.858153201091036,0.920271529320146,4.17781080662578e-05
2.06914148918384,0.0388192973070703,0.180554871195676,0.000537928369091699
-1.66300530301378,0.0966538916998029,0.314321599023749,-0.000295373547692456
0.054898200702687,0.956231832695879,0.973263951853312,7.45789051299769e-06
-0.803378994544242,0.421961485603078,0.684850780990035,-0.000101950224189454
-0.767358270679824,0.443082173641262,0.695030860613744,-0.00013509420191197
0.464740929458029,0.64223314520924,0.800290523625221,8.27086080856781e-05
-2.22722956007676,0.0261825021869686,0.143465765408047,-0.000438459436080057
-0.78606096180475,0.432043332590906,0.685947901956767,-0.000126879947237955
-0.784207455933783,0.433123639230603,0.685947901956767,-9.16472881356839e-05
-0.492218787973208,0.622685045745708,0.795103959869343,-5.9348533454164e-05
2.20132730983509,0.0279759443551859,0.150906942934479,0.000510101326416843
1.67490879276959,0.0943212573547639,0.30925002411398,0.000313359074927508
-0.583767671684693,0.559526576195817,0.758680103316363,-0.000110366552956722
1.46285131668981,0.143857817372695,0.386195482879717,0.000346791676939484
0.100564455717487,0.919919335270725,0.943507010534077,1.25353429680625e-05
-2.92727343598355,0.00350644124759701,0.0402455540732944,-0.000533538215999897
0.610609654429998,0.541611187854507,0.756108158260057,0.000109120268358518
-0.382906528345872,0.701883532368945,0.825745332198758,-7.70490017203941e-05
-0.160912719885407,0.872200521958145,0.927080237299541,-2.23933734873562e-05
0.699827414742048,0.484214522047023,0.725415014302657,0.000107644301542721
0.693595001067018,0.4881170652577,0.725824632353457,9.24927951248805e-05
-0.814687240364106,0.415460199486263,0.678941910995319,-0.000189250278492176
-1.57117117673756,0.116485883045878,0.348065715689257,-0.000228417574893353
-1.03813799563311,0.299479245280877,0.575313785745667,-0.000130816944601687
-1.36291341505154,0.173247675879305,0.430429008395789,-0.000167700055434495
-1.0969289518376,0.272964479155478,0.551443392233289,-0.000193807047545407
1.02653201179854,0.304916306445204,0.575313785745667,0.000296463036935175
-0.5452602435941,0.585705476510285,0.77576884305998,-7.38084000567657e-05
0.955971757639793,0.339359758324885,0.614225806922868,0.000149823783212064
0.572953782928754,0.566814023605351,0.760780000906942,0.000151143484533494
-1.4203077383715,0.155887705964049,0.410789124654538,-0.000286502639897031
-0.664816529061048,0.506345890689729,0.734487340455676,-0.000118560874967791
0.432749099893679,0.665308374874885,0.813832874464691,8.7669750145104e-05
-2.11872363570041,0.034385976028624,0.17192988014312,-0.000531052022910538
-2.98078405592229,0.00295355036223506,0.0381103272546459,-0.000433277743719155
-1.4195251049669,0.156099867368724,0.410789124654538,-0.000291964635403367
-2.42905008025991,0.0153355159627793,0.103770998088179,-0.00037860505510614
-2.32730678108774,0.0201629291715483,0.124079564132605,-0.000426307648692219
-1.68187424404374,0.0929428307207228,0.307249027175943,-0.000333123504050942
-3.05835333929076,0.00228961069039846,0.0315808371089442,-0.000649190485844062
1.59552231575622,0.110955918533014,0.341402826255427,0.000466164454464606
-4.55680621668517,5.91219163721043e-06,0.00150390586051656,-0.000612653591139164
-3.79839224370534,0.000155396098144772,0.00368684421751665,-0.000572101404886432
-4.28969973634037,1.98569059119849e-05,0.0015885524729588,-0.00057397752557224
-1.47140052591448,0.141524997588729,0.383291033608618,-0.000389735350907881
-4.22802624798206,2.60265181057362e-05,0.00173510120704908,-0.00063862014847238
-4.41542194248961,1.12792939538742e-05,0.00150390586051656,-0.000551626425044108
-1.68527104340273,0.0922844811151673,0.307249027175943,-0.000290221576359782
-1.76267798613371,0.0782954762716755,0.2747209693743,-0.00031560980198986
-4.3127492391139,1.792481924431e-05,0.0015885524729588,-0.00061952039010162
-3.88078163300543,0.000112096402869179,0.00368684421751665,-0.000684652371903959
-4.0436248438147,5.71254379068331e-05,0.00250170867898241,-0.000609995035870719
0.515930822071938,0.606030566258676,0.792118769812299,0.0001335979841949
-1.39092451889636,0.164595195161059,0.422038961951432,-0.000170172836958741
-2.07878060294548,0.0379185960640886,0.180554871195676,-0.000439858142766513
-3.33794243236339,0.000878368299266725,0.0140538927882676,-0.000519954219581959
-0.486698346557762,0.626587111192941,0.795103959869343,-0.000141553875875875
-3.57898395320039,0.000363245425913939,0.00726490851827879,-0.000463346339022549
-3.34019509773123,0.000872152494341655,0.0140538927882676,-0.000596507360545041
-1.56331474184241,0.118342343334347,0.348065715689257,-0.000436989487315308
-0.477077541016084,0.633425513229663,0.796761651861211,-7.56718146534955e-05
-1.87756094843355,0.0607648760997153,0.235980101358118,-0.000326983439020246
-1.82227776901688,0.0687485423757082,0.246223844598597,-0.000232695507714349
-0.74647568788761,0.455567038961133,0.701786664271343,-0.000193903530711403
-1.38132383931599,0.167513217787835,0.426785268249261,-0.000197013676208906
-1.83506106320477,0.0668208821349655,0.246223844598597,-0.000366017445068401
-1.28217881565609,0.200104833803136,0.452214313679403,-0.00016474846894791
0.409152255257117,0.682526817465743,0.813979871149546,0.000162743792049858
0.757389855164313,0.449012406765227,0.696143266302677,0.000206074060982253
2.33843165876777,0.0195841815953021,0.122401134970638,0.000491780956690476
-1.18032034989481,0.238165915423469,0.512184764351546,-0.000459224564427507
1.3133833966102,0.18937253336523,0.440714226819164,0.000388882460277374
3.82809062422743,0.000137816986746789,0.00368684421751665,0.000652882414973187
2.90619988625319,0.00374560228043231,0.0402455540732944,0.00089748703214025
-0.135689136124599,0.892096754697203,0.93904921547074,-4.18096570927581e-05
2.89376639182355,0.00389971730459375,0.0402455540732944,0.000438062111632154
