"t_value";"p_val";"q_val"
2,12656227909274;0,0337176882635076;0,0798576827293601
4,01759981448779;6,36023206293803e-05;0,000673436336075791
1,4046345991161;0,160466037672104;0,241706165531202
2,5717698768094;0,0102741115804469;0,0313447471945837
2,97557855494262;0,00300194448376204;0,0125662792343527
3,44805396117091;0,000590044793941059;0,0037181936829985
2,63221864484516;0,00862631620321195;0,0279772417401469
-0,935440528595255;0,349810953580009;0,459605632440887
-2,63420421130864;0,00857520028425551;0,0279772417401469
0,858837126760506;0,39065347248974;0,498408682495169
2,24542671350633;0,0249804806456059;0,0655062068281698
0,871471612602541;0,383729889603727;0,496531075640317
3,58366507115167;0,000356735712109786;0,00256849712719046
-2,1281098550889;0,0335762977687929;0,0798576827293601
-0,472555560007604;0,636644062580422;0,718469788492012
3,7486994671856;0,000188614363674476;0,00161669454578122
1,96372005201162;0,0498623809929761;0,103759867962262
1,48393927077732;0,138163677184629;0,220083733568435
3,61184631776077;0,000320388979066918;0,00240291734300188
3,28925593397707;0,00104366670405166;0,00521833352025832
3,52737775752109;0,000440734297037208;0,00293822864691472
2,65940647867861;0,00796475937793571;0,0265491979264524
2,08004230507131;0,0377964107299436;0,0860539942826171
3,76749871936023;0,000174797953348567;0,00153481129769473
-0,227366589830273;0,820188956493896;0,850916496650728
0,270206237579321;0,787062246188179;0,826071162180013
-4,67521704670283;3,36309099298396e-06;6,05356378737112e-05
0,815563709754215;0,414958293711356;0,518697867139195
-3,30578268740297;0,000984061078810685;0,00498960547002601
-3,43052935550494;0,000627969506553052;0,0037181936829985
-4,53917305320704;6,33502709600631e-06;9,91569458505335e-05
-0,220736702535094;0,825346844039033;0,853807080040379
-2,59806455213608;0,00951748461210207;0,0297938648726674
-2,86296250148393;0,00429375580363136;0,0159355885495597
-2,05174421189806;0,0404796246957529;0,0895008602888178
-1,7458648387657;0,0811610377406219;0,148314586734131
-2,19989832207833;0,0280582811096124;0,0701457027740311
-0,71499800725717;0,474798259975611;0,57551304239468
-1,94242671184504;0,0523972279785724;0,108408057886702
-0,547007566198369;0,584510034001021;0,670138892485247
-1,62278556597643;0,104988391616968;0,180841248718223
-1,91204463911414;0,0561914161327297;0,112382832265459
0,768972329180152;0,442116152791853;0,545074708921462
3,17471756758025;0,00154822627216345;0,00705520832884612
0,560197193919009;0,575488506064889;0,664251259522336
-0,758125104653126;0,448571143231385;0,549270787630267
-1,41048991805367;0,158733952547915;0,240101776963232
2,97734356554114;0,0029788254328823;0,0125662792343527
0,594337102298391;0,552436528240024;0,651711372990074
0,0631194110480759;0,949684451452056;0,963060288796451
-1,88533644326734;0,0597145554759492;0,116832825931205
-1,32170181425176;0,186606102028633;0,273082100529707
-2,25195319374432;0,0245607438697337;0,0650137337728244
-1,14699318607481;0,251681536557525;0,353927160784019
