"t_value";"p_val";"q_val"
-1,40729009563637;0,159675095795376;0,287702875306984
-4,20327885629178;2,88751678834032e-05;0,000427780264939306
1,41527594321441;0,157323856516857;0,286043375485194
1,21269915449157;0,225547552278235;0,36232538518592
1,62617296425588;0,104250865803403;0,216063970577001
1,99058825820267;0,046819975823644;0,120051220060626
-3,39698533901549;0,000709926163677648;0,00567940930942118
1,20986461119996;0,226642114236502;0,362627382778403
0,337104696796597;0,736115364446074;0,808917982907774
1,01207548493218;0,311768622048263;0,45116440834757
1,256273127201;0,209337200252474;0,34317573811881
2,8111904664028;0,00505076646639287;0,0218139248057738
-1,63062261183904;0,103314414807275;0,215238364181823
2,08636868605904;0,0372298361702828;0,0999458689135108
1,7525367356787;0,0800050955130563;0,178782336342025
-0,304499523106322;0,76082403144932;0,831090628416529
1,78224576259959;0,0750355180679936;0,170535268336349
0,807527736283577;0,41956854188183;0,550253825418793
2,01047276467072;0,0446588005086103;0,115248517441575
-4,38846387446938;1,27428911189756e-05;0,000268271391978433
1,93391310583572;0,0534241613666189;0,131283008403904
0,720882705888754;0,471168169551102;0,595295157902671
1,65697863586158;0,0978590694986781;0,2082107861674
0,963299304321097;0,335648545546276;0,470883417164728
1,55903900512887;0,119334313298313;0,236305570887749
0,509159237085354;0,610763438315036;0,7081315226841
1,79721127131779;0,0726283872913728;0,166961809865225
0,623967249309856;0,532802910693608;0,647784693852411
1,52767677893198;0,126935613929213;0,248487386725826
-0,392905077135113;0,694480476867264;0,782513213371565
-0,648273179816423;0,51696173460688;0,632369094320342
1,04197376196466;0,297706158812757;0,444337550466801
2,8053223070124;0,00513411055067782;0,0218139248057738
-0,445152028918442;0,656318966818499;0,750078819221142
-1,01790142606562;0,309012480941747;0,45116440834757
-0,811154821884874;0,417494854936628;0,549335335442932
2,6093216040408;0,00922262053096098;0,0335368019307672
3,75039219341926;0,000187639953486122;0,00208488837206802
-0,268873710872282;0,788090289563236;0,851989502230526
1,35755836316395;0,174946024772815;0,306922850478623
-0,701633170040719;0,483094168374349;0,605760712695108
4,29973632881156;1,9067687815269e-05;0,000325875362650271
-1,24265298680294;0,214350876504481;0,349960614701194
-3,05987006078032;0,00228458824147189;0,0126921568970661
-3,00741374115583;0,00271622882462745;0,0142959411822497
-1,81622770029251;0,0696894782449539;0,162068554058032
1,65138600166054;0,099013922448487;0,208892975033013
-3,5145113589511;0,000463940380185413;0,00434468696723508
-0,663495029999353;0,507185448656473;0,626154874884535
0,02918985248595;0,97671954698147;0,986743098064532
-2,34344568581292;0,0193331663375495;0,0605785429547285
-1,30036736154765;0,193793013112613;0,324339770899771
-2,66574973987878;0,00782645721301013;0,0301017585115774
-0,86180559261316;0,389028380861281;0,523943947287921
-0,349613656825834;0,726711384310609;0,801723886114387
