"t_val_age","p_val_age","q_val_age"
3.27912031248454,0.00106419167651039,0.0192973879070144
1.44500898588848,0.148655680302504,0.372224269378663
2.7096320428124,0.00680933788031035,0.0605274478249809
1.12553658895403,0.260534408438136,0.49390409182585
0.549798271546105,0.582536243753262,0.793116923230152
2.81936724737429,0.00487249044509072,0.0526755723793591
1.02151528955927,0.307168347947543,0.566208936308835
0.904555388104645,0.365840289875319,0.647504937832422
1.34767958894004,0.177956640668642,0.409095725675038
1.75602111723207,0.0792805197309506,0.283144713324823
-0.208358545926932,0.83497615142277,0.917556210354693
4.46690958596524,8.50546666458119e-06,0.000633880474719073
0.290502685730851,0.771470210288813,0.869430698745017
2.74795629078553,0.00606568095086229,0.0591773751303638
1.95066681430453,0.0512750801543192,0.220537979158362
-0.869648254820939,0.384626100986409,0.66794938601704
2.77646903072628,0.00556080616493669,0.0556080616493669
1.16002759201326,0.246214622322417,0.475777047966023
3.62551293475821,0.000297632336529191,0.0108229940556069
-3.26722891031358,0.00110959980465333,0.0192973879070144
2.18290280669404,0.0291912335211729,0.171713138359841
0.651013619432098,0.515133328085061,0.743874842000088
2.14472540763203,0.0321284785661883,0.176046457896922
1.86774039061894,0.0619851636164151,0.248779540263279
-1.63148025884734,0.102990345666827,0.315605604069398
-1.54859122468295,0.121682330372396,0.336977510225321
3.36111785569957,0.000794981982929,0.0176662662873111
0.535300345385416,0.592518290109047,0.798004431123296
2.91428014080728,0.00361578652178264,0.0431944510446175
-0.404390272997663,0.685981045114316,0.837523314683519
1.64120649538999,0.100955617829179,0.315605604069398
0.320309092855289,0.748776818030746,0.861848884607335
2.06144976202523,0.0394250937655483,0.194691821064436
-2.06580041517065,0.0390117033776231,0.194691821064436
-4.62420077476246,4.07000111439983e-06,0.00054266681525331
-3.53099687635687,0.000426004276102603,0.0131078238800801
0.0209201504276291,0.983312020931282,0.990742590358974
-2.25428371646575,0.0243162161519196,0.151976350949498
0.319372097184817,0.749487018581686,0.861848884607335
-0.480432882771539,0.630986807393733,0.819463386225628
0.216777801278676,0.82840978494121,0.917556210354693
1.30638777021986,0.191612801955195,0.421127037264166
1.54314955909926,0.122996791232242,0.336977510225321
1.65381791063634,0.0983651885621078,0.315605604069398
1.76837666310811,0.0771928628103963,0.281803853832819
0.282926232295382,0.777270825717471,0.873338006424125
1.10108226904123,0.271030280979211,0.51137788864002
0.873356648925718,0.382602782950821,0.66794938601704
-0.631588087971886,0.527748371004112,0.751243232746066
