"t_val_sex","p_val_sex","q_val_sex","beta_val_sex"
-0.792086357818812,0.428751169305054,0.758851627088591,-0.0027191597873196
-1.24083893227184,0.215348151015797,0.583297421943354,-0.00334536228877682
1.30810014684424,0.191544731561182,0.572127565025744,0.00313007832404317
1.90221314655847,0.0578174517720773,0.3684698423013,0.00517753873170563
1.22631192036674,0.220758723418439,0.583297421943354,0.00311865917753468
1.34624391090756,0.178939773053854,0.562984555035462,0.00346630463126571
0.834550269503782,0.404438718923988,0.74550915930689,0.00286456404170094
0.850610615959124,0.395463530040277,0.735746102400515,0.00199891757700777
0.861744040638185,0.389313187433666,0.732603079905422,0.00274940508337802
0.8930362759552,0.372341942341225,0.732603079905422,0.00330137747868636
1.09606197757315,0.273670888757866,0.649808288252998,0.00344270285567586
0.592920200379777,0.553549179827866,0.799348996141323,0.0017089201391728
1.34248091126393,0.180155057611348,0.562984555035462,0.00527617873816422
1.72866067493649,0.08459438740994,0.417420666501516,0.00425569095610536
1.907821447612,0.0570863688812527,0.3684698423013,0.00703685984902898
1.69764529090348,0.0903050480169267,0.420023479148496,0.00668367442706652
1.7329280549535,0.0838321239994418,0.417420666501516,0.00624234925025963
1.95170113227661,0.0516286001282629,0.3684698423013,0.00661663875551963
2.31703208494908,0.0209753572845609,0.245590003812131,0.00713352735224424
-0.00107756282906919,0.99914073383388,0.99914073383388,-3.15326264287442e-06
1.42033010520994,0.156243052079572,0.532233781912678,0.00513373184841244
0.809488913907613,0.41868587821357,0.754829986502704,0.00321086418270838
1.44941011382916,0.147958828415558,0.523748065187816,0.00377370724542362
1.74620738978274,0.0814957335521374,0.417420666501516,0.00486876638411561
1.61118525774166,0.107879981912961,0.459063752821111,0.00525465538537124
0.381773177527061,0.702819974525789,0.901051249392037,0.00146212337607539
1.71181629622834,0.0876583399653183,0.417420666501516,0.00397479456360353
1.28798754771504,0.198449476855496,0.583297421943354,0.00451293713325139
1.82044026396285,0.0693934795922275,0.393956546345142,0.00532155570335691
0.698108648644227,0.485490128998206,0.794416768943381,0.00245652989997315
0.417818830776921,0.676290096802578,0.889435363763743,0.00140996510599314
-0.525402618436652,0.599576687294349,0.83856879341867,-0.00231438865252848
-1.22546628191089,0.221076666755,0.583297421943354,-0.00561634706322473
0.274910780147728,0.783518062304357,0.91639539450802,0.00111040934666947
-3.77256988148168,0.000184438799081008,0.0737755196324034,-0.0116256171510951
-0.151583919722236,0.879586875039116,0.954773042530955,-0.00065220308181765
-0.327497798642531,0.74345228594108,0.91639539450802,-0.00151788336652923
2.36067226879441,0.0186914992116188,0.243287406265829,0.0118691242879472
-2.1019192036287,0.0361469166012506,0.337763442566096,-0.00711554761172451
-0.680393979799173,0.49662463999378,0.794416768943381,-0.00224164851262783
-2.39115091770562,0.0172287735446373,0.239358250469643,-0.00693753960370709
-1.39719683288609,0.163081691681141,0.534694071085709,-0.00476633074655135
-2.59230893291065,0.00986118924917738,0.205311873205865,-0.00889544031477815
-2.72546971215237,0.0066856441729698,0.181927537216631,-0.00994091523711816
-2.57088670618102,0.0104823714072621,0.205311873205865,-0.00987357389776882
-1.50618145632954,0.132761722466123,0.506189947977567,-0.00533612756601144
-1.20692131437627,0.22813219471896,0.58741103788499,-0.00553399604337398
-2.89824540436196,0.00394633492573533,0.181927537216631,-0.0112392932617764
-0.277417896197641,0.781593814395126,0.91639539450802,-0.00140688407848638
0.0219508285978266,0.982497456920484,0.992421673657055,0.000149697711697614
-1.62498951457557,0.104904365831612,0.456105938398313,-0.00706099651641298
-1.25718415800869,0.209375767607849,0.583297421943354,-0.0051173153974535
-1.4911156024673,0.136671230143943,0.510920486519414,-0.00626803615647051
1.0350697320166,0.301223554944933,0.684598988511212,0.00458317116380853
-1.38042395428451,0.168180040438692,0.54251625947965,-0.00508899201259668
0.080344663044928,0.936000867470923,0.975000903615545,0.000235643295455213
-1.30775196941267,0.191662734283624,0.572127565025744,-0.00491766752333027
-1.04160010623593,0.298187880365068,0.682267229468011,-0.00496795576532321
-1.04696927644087,0.295707409457911,0.682267229468011,-0.00388049949522131
-0.802626432599207,0.422638231559636,0.754829986502704,-0.00444211502414453
0.313527779019498,0.75403317521057,0.91639539450802,0.00119526510133343
-0.670996954922927,0.502586111884658,0.794416768943381,-0.00291492086008137
-0.461196813307504,0.644892788301115,0.874430899391342,-0.00241829520380384
-1.00099642582721,0.317396774417459,0.691399716749594,-0.00474324315228582
0.352731337568138,0.724464318961244,0.915779609414656,0.00114132522580943
-0.385958821073213,0.699719841866118,0.901051249392037,-0.0014331820432072
-0.220270175680228,0.825766265990975,0.927827265158399,-0.000831433424057911
-1.42762870339701,0.154131382916322,0.531487527297663,-0.00677079465172502
-0.162677187154337,0.870849746940092,0.951748357311576,-0.000755886197568164
0.205446752091301,0.837321232045638,0.932484193759453,0.000619893500962544
-1.10564389718175,0.269504699147669,0.649808288252998,-0.00331818812914347
1.3326584343911,0.183356270283579,0.564173139334088,0.00702668517413949
-0.32301693547408,0.746840906688224,0.91639539450802,-0.00106026231864641
-0.325818065666786,0.744721991816088,0.91639539450802,-0.000774240934526875
0.959990760853416,0.337604404651383,0.711802353675375,0.003433849669343
0.734482558409498,0.463058776073335,0.788185150763124,0.00290035406882647
-0.610593186683071,0.541794548708479,0.794416768943381,-0.00122317763621244
-0.0120891803284006,0.990360124020982,0.994707748352248,-4.5798911645015e-05
-1.23049199452158,0.219191930781917,0.583297421943354,-0.00511704919024643
-0.226408710747569,0.820992148734858,0.926323403367525,-0.00093488475631142
-0.561819318587563,0.574534586840196,0.811565738647409,-0.00206300268864539
0.966388364249173,0.334398178075642,0.711802353675375,0.00425588761084153
-0.73761117141747,0.461156852991205,0.788185150763124,-0.00252729534881172
0.933578982455679,0.351049952872375,0.731354068484114,0.00390375502819502
1.59972748068754,0.11040039049527,0.460001627063626,0.00640030144329349
-0.0247239307647693,0.980286743835992,0.992421673657055,-0.000161018066834132
1.63909149580663,0.101932463054235,0.452980229702344,0.00361751012697495
-1.94323021740594,0.0526466787097055,0.3684698423013,-0.0111474710742778
-0.66877352345376,0.504002191113635,0.794416768943381,-0.00150342623049888
-1.60463027656156,0.109316249348354,0.460001627063626,-0.00386872777230455
-0.477506064961763,0.633246700914128,0.866424496692112,-0.00198723418760468
0.770192517051556,0.441612595837654,0.774758940066059,0.00243227509297662
0.236433508033826,0.813209937342077,0.926323403367525,0.000621979843788096
-1.11021300899323,0.267533519837456,0.649808288252998,-0.00324360188510002
-3.13456727945595,0.001840133759481,0.156307471041858,-0.00689612318066655
0.489501033637436,0.624738977433552,0.860982556184286,0.00181068055377542
