"t_val","p_val","q_val","beta_val"
0.765567076546551,0.444130412355237,0.671656161033648,0.0028949148756679
0.906922191720185,0.364696707988284,0.609797104484056,0.0019896304954695
2.51486441570628,0.0120926486831381,0.0852920032700747,0.00551410342234124
0.422968946176395,0.672413945900254,0.825047786380679,0.00159954017857335
2.73492939187048,0.00636121951126438,0.055975461681624,0.00907696534234285
1.18437329258557,0.236605154966477,0.463931676404856,0.00241752928435067
1.14416238939757,0.252862675201555,0.481036557392619,0.00489080063131033
1.38459573778283,0.166514238153069,0.389248964886259,0.0027559745194803
2.23697976709716,0.0255303742467597,0.13437039077242,0.00505398050556283
3.53135263996015,0.000434386655371398,0.00897356489388725,0.0152202948653019
3.08789991696882,0.0020772442362834,0.025550456279488,0.00654187457350814
-0.682027632244057,0.495394631060806,0.69721732553018,-0.00157018790392436
1.0363856405347,0.300307788990138,0.543543509484412,0.00577159002071448
0.968839470711658,0.332875984804794,0.58144276821798,0.00178184827781192
3.21229165449844,0.00136371976902419,0.0215422416805577,0.00620559946909683
3.64562849088441,0.000281773051578243,0.00751394804208647,0.00868402393000907
2.39778932218244,0.0166916022801948,0.104322514251217,0.0068983527310231
1.40921326462926,0.159114246125249,0.381111966767063,0.00238845604413464
0.809010303013669,0.418715958531574,0.664628505605673,0.00201255479234873
0.407868609527068,0.683469350534667,0.828447697617778,0.00248047597802842
3.96803479578825,7.79374062654397e-05,0.00283408750056144,0.00534128198780073
2.05105808846888,0.0405342299289525,0.182542084257625,0.00637682508297327
0.296028443858055,0.767279123161117,0.869272986430536,0.000765461192715333
1.76696988754184,0.0775704636342955,0.256431284741473,0.00395056707906226
0.906014137402536,0.365163306872307,0.609797104484056,0.00229336614933118
0.871972469210254,0.383456282945799,0.630490615029675,0.00173226483767854
0.869874221726378,0.384599275168102,0.630490615029675,0.00358434503902782
-1.51130904329982,0.131073278504646,0.340450074038042,-0.00882243488031784
0.454458862142104,0.649609654054836,0.812012067568544,0.00201730495428899
-0.250488038389977,0.802269607322061,0.880667189797716,-0.000541377406931073
0.917086721303527,0.359337244614294,0.60674817885237,0.00447646968104967
2.04465233761238,0.0411772742270344,0.183010107675708,0.00650290651145507
0.0506228638985364,0.959637102518355,0.966888768280458,0.00013364090740396
0.236424786534049,0.813157069064605,0.881471077576807,0.00085620672136855
-0.672703189800789,0.50131510544338,0.69721732553018,-0.00310648503086835
1.06984088145814,0.284958570611389,0.525269254583206,0.00613859686249898
-3.56757358015983,0.000378956482219836,0.00897356489388725,-0.0203809574412492
0.414475678164519,0.678625211425057,0.825870646477618,0.00194534790039598
-1.83333708599491,0.0670960730654785,0.243495467436753,-0.0097104606993388
-1.64696566795793,0.0999124561314064,0.299192786851725,-0.00782011130551
-1.83234703631039,0.0672274840686573,0.243495467436753,-0.00988876204574824
-0.187101045371554,0.851625596403406,0.892895013291594,-0.00114298271924024
-1.51702589178554,0.129610141821208,0.340450074038042,-0.00424670792608319
-2.45398185117321,0.0143104700184018,0.0954031334560119,-0.010957613704393
1.63992503432095,0.101372965691808,0.299192786851725,0.00300436373362412
-0.901244131183457,0.367707254252755,0.61030249668507,-0.00356668455326056
-0.828001555447467,0.407887751582021,0.650020321246248,-0.00170534653035455
2.93210444033067,0.00345179596437049,0.0363346943617947,0.00509797212909483
0.199332494376342,0.842046655823049,0.891054662246613,0.000731485926777804
1.52333445387785,0.128022548647688,0.339132579199174,0.00141328292144391
-2.05039844212987,0.0406156137473217,0.182542084257625,-0.00472992208731052
-2.1057888286689,0.0354930525550975,0.169014535976655,-0.00666099583135293
1.01733131005957,0.309277124533879,0.556249397606922,0.00178403909583337
-0.216699688678063,0.828493107269314,0.884080420808698,-0.000298093954082066
-1.43283293164025,0.15227790410024,0.371409522195707,-0.00170243036481712
-0.229053283825346,0.818882073894873,0.882891723875874,-0.000390977326006549
0.385035648112011,0.700299389944507,0.836513499539043,0.000608306922274473
-0.795341118270146,0.426635481403784,0.665086653130383,-0.00209741664566762
1.63757758713712,0.101861420199192,0.299192786851725,0.00233221816818866
1.28382783241773,0.199540600161173,0.431439135483616,0.00166365772340785
1.76979874326383,0.0770821071607069,0.256431284741473,0.00163522932568846
0.916773249746724,0.359498295970029,0.60674817885237,0.000766003044863097
1.93932181238772,0.0527698626922675,0.214763057046212,0.0045775113205167
