"t_val","p_val","q_val","beta_val"
-0.566291800385128,0.571335100385529,0.718660503629596,-0.00124344115660028
3.37865306757899,0.000759141481074319,0.0104709169803354,0.00823316973718235
1.83150300968002,0.0673447048191354,0.210452202559798,0.00305242722371064
0.288054751473873,0.773370139855914,0.854552640724767,0.000368003050113694
1.39862345818666,0.162254742429634,0.348934929956201,0.00166910833808445
1.46930459281302,0.142098295747769,0.326396996543669,0.0024435442393319
0.0167821000086503,0.986614197764488,0.993007310288796,2.80161442521917e-05
1.7730863606159,0.0765533956115757,0.228517598840525,0.00327857738790322
-0.427855021375706,0.668859194106661,0.775485748404594,-0.00065260226528016
-0.716725131128118,0.473723895170736,0.653412269201016,-0.000788265130396348
-0.377653300285607,0.705775609822636,0.79748656477134,-0.000429228897590013
-0.697152575137622,0.485891189392214,0.661076448152672,-0.00151999428848924
-1.96425236707069,0.0498161521963124,0.188948948307112,-0.00343723382149743
1.45727533442605,0.145390306946404,0.326719790890796,0.0025966242389973
-0.846703501278269,0.397379872357307,0.592302832582738,-0.00188470160655081
-1.82774445564002,0.0679234670662511,0.210615401755817,-0.00214766932917414
0.646275054772606,0.518261258411062,0.6861315015219,0.00110758413455235
-1.66512563488921,0.0962252468623255,0.258707141966235,-0.0028037625273023
0.655776409033217,0.51214026920908,0.682853692278773,0.00124655339152173
-0.639862599301594,0.522432311995309,0.687410936835933,-0.000829514005308745
-0.428956539720071,0.668055103131083,0.775485748404594,-0.000620358256946295
-1.97248838994107,0.0488565776427226,0.188948948307112,-0.00247081631224663
2.32636779858022,0.0202106398619225,0.112553474585108,0.00505250591670703
-0.382716343216322,0.702016946353848,0.79748656477134,-0.000524112497791967
-0.21184495048519,0.832274272822327,0.905379854545971,-0.000251411301085572
-1.42162074375566,0.155472301638545,0.341697366238561,-0.00164835213605366
1.55125598195748,0.121184769932281,0.299953157480434,0.00258607492685833
1.24999537334767,0.211619540425062,0.397407587652698,0.00338653898778009
-0.0622695672937839,0.950361345652184,0.974611934257569,-7.92053532739726e-05
-2.69110434722639,0.00726061525651818,0.053782335233468,-0.00398481437204939
-1.11109545415072,0.26680846419227,0.466040985488681,-0.00275895666641388
0.704746470329423,0.481156549986559,0.659118561625423,0.00134346815506962
1.48850339676173,0.136973862647425,0.320406696251286,0.00251291186815463
-0.506691716275249,0.612489833064445,0.756894762239543,-0.000970804642490435
3.06296979376272,0.00225491653295707,0.0237359635048113,0.00720614941347284
0.951233384030038,0.34174186494184,0.536065670497003,0.00130289183579222
-1.05903958111035,0.289866280347521,0.495497915123968,-0.00206117443864648
1.46371959065733,0.143614678479214,0.326396996543669,0.00215334978420671
0.779714794567267,0.435754223350021,0.626542562156802,0.00134701414828665
-1.9366787165125,0.0530948004445807,0.190433420713937,-0.00360916762053139
-0.00165758935712064,0.998677787862691,0.998677787862691,-3.31229196176863e-06
0.471882931142959,0.637124406062821,0.769938859290418,0.00130137492258064
2.5248459131667,0.0117428899476388,0.0782859329842586,0.00319560412800414
0.823849620567795,0.410239761483333,0.603293766887255,0.00116782813935435
2.22676985920244,0.0262071088118959,0.134395429804594,0.00280330462095562
-0.499591218233851,0.61748028807046,0.756894762239543,-0.00124345722964523
2.18608958138531,0.0290662920173949,0.145331460086975,0.00311110538696019
1.96642590000218,0.0495455269222735,0.188948948307112,0.00230656601658992
-1.70382658067232,0.0887525126904324,0.249184331331398,-0.00278144148965654
-1.20949988481355,0.226783218425179,0.416856315463463,-0.00202528222559337
1.8117581016458,0.0703521707582335,0.216468217717641,0.00246552015427866
0.52013837753482,0.603097236037374,0.749189113089905,0.000874674844914459
1.57950257212474,0.114563005712401,0.288208819402266,0.00225303610231942
-2.94888846873052,0.00327058182102362,0.0297325620093056,-0.00717267594155077
1.0126705597643,0.311488420472282,0.514856893342615,0.00116021165735612
-0.733425027175289,0.463486308750947,0.643730984376316,-0.00146159255284575
2.36601395782538,0.0181851538399236,0.106971493176021,0.00349877550818138
-3.42124031017071,0.000650238105998123,0.00963315712589811,-0.00934322726746317
1.89354606673992,0.0585987261402217,0.19863974962787,0.00230339306866223
-1.2360874647225,0.216746873144234,0.403405647844659,-0.00209754497722316
-0.13610823250194,0.891766381676987,0.938899385737543,-0.000358530283521506
-0.426150028199204,0.670100899458173,0.775485748404594,-0.000637991170998865
-0.845014542117943,0.398323654911891,0.592302832582738,-0.00138495984299521
0.598664936621989,0.549544809640281,0.702293686441254,0.000717259894339307
-1.36418841989472,0.17283095908874,0.356942859877676,-0.00333058950900835
0.306135119783345,0.759569547170788,0.843966163523098,0.000410792440738079
-2.23675642332658,0.0255360576337975,0.132654844850896,-0.00419813798400319
0.481430053383648,0.630323410961772,0.76402837692336,0.000580588948680103
-0.914137599589819,0.360886566252016,0.553943779249742,-0.00341846769738445
0.0301883123048386,0.975923351388744,0.988276811532905,7.70030537128302e-05
1.16536659969969,0.244175724415224,0.434090176738175,0.00231471861860712
-1.65170060037264,0.0989199734034551,0.263786595742547,-0.00602119776475908
1.05140794480266,0.293336193140761,0.499295647899168,0.00290136701017811
3.51226363732874,0.000465462916454806,0.00716096794545855,0.00562437610781274
1.98065302724316,0.0479195176233414,0.188948948307112,0.00571828629319344
-1.32046764376189,0.187001936997186,0.372143158203355,-0.00382841334426532
3.14588493352077,0.00170958974180469,0.0184820512627534,0.00447136564025112
-1.03836773442315,0.299377184362558,0.505361590535769,-0.00321388605069573
