1, 2, 3, 4, 5, 6, 7, 8, 9, 10
-0.08205396201582059,-0.09193681077899447,-0.001537692253833958,0.003597788206556297,0.04826991709390466,-0.00801202469277322,0.0149555695679855,-0.002858787150225926,0.03733973305787942,-0.01208626862880782
0.03492675695542679,-0.03420226820030114,0.006536957329841333,0.006605449068802744,0.02632429331427786,0.04815941017435998,0.03735293216540735,-0.01491722960377965,-0.01635067369990071,-0.003107057454158504
-0.1110430075810352,-0.1133738020438016,-0.02598145935394695,0.006643493473892105,0.02310876799936353,-0.01035137751024184,0.003784775611545596,-0.00152682923025793,0.04101690601930058,-0.008550325157330002
-0.1267097924214789,-0.1228332590457708,-0.04839505431544654,0.01018912142748808,-0.02228707919392875,-2.963068152107649e-05,-0.007614868019722138,0.002102884319982243,-0.01328258350672664,0.004714210748206642
-0.126832801106706,-0.1254027236398726,-0.05362642978389157,0.01400403332058199,-0.02814617483451558,-0.001506571484868599,-0.01225091702911845,0.003337210253356361,-0.01087109180593931,0.001411746139795646
-0.1038449555290706,-0.1090664839123297,-0.03595066220029428,0.01280782418860868,0.00398857370654623,-0.01026883293171795,-0.005318979877255857,-0.001525830315995965,0.03990157499798618,-0.0135918170965433
-0.03936622951914932,-0.06716404519637409,-0.02599132410659953,0.009474004077474703,-0.02102793676945587,0.04047252278293748,0.01562940544857393,-0.01434687181417612,-0.03116317057756141,0.002581769543802357
-0.1003487006086938,-0.1035945246558644,-0.009665409943994034,0.004384410086897673,0.04428752955716243,-0.01104714700721217,0.004947354116348594,-0.001012278047568885,0.04567244519489144,-0.00963642866928831
-0.1146580434269757,-0.115846789606786,-0.04987035399915907,0.01523495735973123,-0.02553207452992632,-0.004287503894189585,-0.009571656575148231,0.001306176377298485,0.006404652582389282,-0.007171793887629536
-0.1248657581752358,-0.1155581979249385,-0.05701387392236913,0.01178106118306309,-0.04370516398515819,0.002630134511835693,-0.01157696428122713,0.004663943161277876,-0.03020421509241884,0.006887558043396026
-0.1233686822333192,-0.1213568154795718,-0.05716456688232181,0.01553995933539948,-0.04269450299277509,0.001780790183609962,-0.01549830916327194,0.004272337216851872,-0.0260865588093049,0.002844762124424569
-0.007148016312339586,-0.04168400825724659,0.003639345224115145,0.02762521058436469,-0.005302098246889451,-0.007173602891456731,-0.00248320582392292,-0.003149005118302085,0.03704833124765757,-0.01166446722360742
-0.1027953448596782,-0.1036836261897069,-0.04687999755404404,0.01150025523254421,-0.04307826268059885,0.01114855125265556,-0.0117753226289816,0.002139405529535534,-0.0352485009293606,0.002868965953723224
-0.09223715357714701,-0.09931915495137823,-0.02140695671657329,0.01055475947666666,0.02480254522072237,-0.01178539572758534,-0.0006450818358322213,-0.001962836278940497,0.05085136439359837,-0.01636913290153057
-0.08440693065481399,-0.09358313016238887,-0.03402263932482338,0.01661009973103453,-0.01735915354868988,-0.005107448556472017,-0.008463145945204515,0.00279991379055778,0.01150034860509224,-0.01485302714379016
-0.1215724327372706,-0.117116164780857,-0.05648355785965258,0.01303066898090641,-0.0454285237782571,0.003400978032063919,-0.01347469523632905,0.003767358359028772,-0.03502795437667433,0.007286182883688148
-0.1154202254908731,-0.112811109040681,-0.03574825012112069,0.0055824733503217,0.008448549881915943,-0.009578486281033761,0.002516877601427647,-0.002819225921019909,0.03229688995964675,-0.002942751063417645
-0.1082634143187519,-0.1109584457231126,-0.04975714721310247,0.01590244513979088,-0.04022781139546575,0.002500387864391517,-0.01491948500518315,0.003932065874386185,-0.01886635161312471,-0.003705203346132637
-0.09540498799842824,-0.1027911161317455,-0.03549665139317257,0.01471807130000185,-0.0005797179784492577,-0.009575753323991614,-0.008765853642885115,-0.001184209736742366,0.03711647139351808,-0.01517035816754735
0.0580576980429958,-0.03648905704478168,-0.03936780954926438,0.006081610091682523,-0.005888659688758025,0.06969622424609813,0.02120512412396975,-0.005891960791789742,-0.0206738994960367,-0.00335512337202227
-0.1145073037481777,-0.1090241652852673,-0.05284269457215582,0.01356264492901387,-0.04763280593954759,0.005443892407827969,-0.01638899728110444,0.005789182594106376,-0.03197783324918464,0.002815100751950848
-0.119361182745629,-0.1117383370650075,-0.05500621011124028,0.01231892999967314,-0.04738678601467751,0.004522964080874409,-0.01405480926579987,0.005737762582789315,-0.03401933136085721,0.005650297364826903
-0.1118626707092456,-0.1126042450534067,-0.02279751501722963,0.005110328241018583,0.02667055550265926,-0.0084785712136843,0.002059333717301893,-0.00112770045423246,0.03752503833388711,-0.006020203509819482
-0.1223033202637038,-0.1207994275265286,-0.05345849577589233,0.01477772795976206,-0.03266129106981185,-0.001497915640898516,-0.01378921214001442,0.003382842297445571,-0.01041785082500294,-0.0006380515178993488
-0.1250483801316588,-0.1171307324322965,-0.05644532619908989,0.01327512810214766,-0.0418136292553609,0.002365731640039584,-0.01437703187531047,0.005696426345400897,-0.02737782943689522,0.005277074164787373
-0.1223890213125144,-0.110497463655281,-0.05568994899105061,0.0109562879965246,-0.04475702071506572,0.003242196937291408,-0.01230974983909808,0.005445119952847998,-0.03138000608239769,0.006781845983722339
-0.120916688369658,-0.1209664311324435,-0.03832265579116345,0.01030845622131346,0.002062917776080131,-0.005465474839877136,-0.005638519835380808,0.0008680865789818343,0.01895628720042381,-0.003586145165064523
-0.06797855621071545,-0.07660288988869554,0.03501039155654313,-0.002543208103705625,0.06051778100831318,0.008295894394921559,0.00770060710168094,-0.002244334682566505,0.006993247952609103,-0.004294777284933315
-0.1267846712679233,-0.1177376487451489,-0.05287278577921776,0.01087797956602848,-0.03096841013418244,0.0003899602259486595,-0.01027956381775079,0.004356857371244549,-0.01765294109745243,0.005560459075552848
-0.1225128770067062,-0.1105336193321264,-0.04874440086853658,0.008042151306938045,-0.03368426670885797,0.003636900940056913,-0.009805648086662181,0.003435328373222908,-0.02518816054943283,0.0073346770529305
-0.1020228717192994,-0.09979725561536469,0.001088262615882785,0.0003753578330331075,0.0455056929452626,-0.003759857017661246,0.0007972389701122294,0.001878775171726179,0.01922562376824754,-0.002285237447199399
-0.05109944537436143,0.0815515429706998,-0.03408383452087221,-0.0141280453500905,-0.0275340390583313,-0.01052247359836702,0.05700770665370534,0.01340655464611963,-0.002446698509139343,0.01023109088968248
