Bianca_tval,Giaco_tval
0.20856498598189727,0.7361840445031953
-4.958489248907715,-4.859054154075853
3.631595577682024,3.933222593537846
4.052358541657858,4.2360828601252205
4.6248949159748,4.918720690213041
4.6160739296990405,5.001380250267945
-2.6583340579307904,-2.621189543042469
1.890726609933622,2.437570990398779
2.388680635625052,2.471781354841965
4.057898444499494,4.253573150274989
4.032314680465595,4.044360338409383
2.7747682286088327,2.9237880046576654
0.5381780133065147,0.4649044606881866
2.025984456306186,2.451094597790296
1.6988520129239695,1.9211250033775829
1.019321911241494,1.228440601928299
2.3687248181935376,2.634438151604011
2.2064040186597005,2.3455258001764383
2.2883441377829423,2.4248664305630103
-4.8090791677313325,-4.709173380862354
4.230515986194404,4.455612499979177
2.7209077623884292,3.035477887286836
4.1912732056434985,4.292861698815664
3.087859463015505,3.2622527768844662
4.375709438670323,4.502195931734744
2.5488659697631224,2.7340459901331164
4.459810856794866,4.70869642756789
4.511576344749944,4.577109702306156
4.099460153383767,4.198556120978069
2.758632168025918,2.947879276087755
1.3073494600502964,1.3424479724477931
4.414512222388026,4.893167320105194
6.400869367035994,6.8530998493463775
2.480848338049299,2.7932992551534124
0.10139150865875181,0.6872070584175114
1.7932013918445715,2.087490373201429
4.311848249081919,4.434438013281803
7.5126966592062745,7.591151809790928
2.5756573570687316,2.799112038117828
3.7154435219516917,3.826551926113864
1.3947129824805302,1.7502401392485711
6.237790924137114,6.15164011766153
-1.1793746031080738,-0.9532778412397492
-1.927237883013282,-1.4234105145567286
-2.85591441101464,-2.4169331035628208
-1.72307074570382,-1.4191648368559289
2.24022385383827,2.2697902661771923
-2.198620141932894,-1.5255578801691134
1.8155824072463307,1.6176572621450942
2.0512896202798507,2.2887262841826157
-1.2645302330104988,-1.0163262883141089
-0.4072693876556044,-0.2350693743286238
-2.3989490303974326,-2.273772403690555
0.40075276701765633,0.2106514773061062
-1.7598896943316809,-1.7546158760574966
1.3653920924064464,1.2886306734661002
-0.7746965593579385,-0.611590859199365
-1.4939730746436766,-1.2018581286366532
-2.0107575714262906,-1.895671651425796
0.6508741369959313,0.7638778339553781
0.2867120796135311,0.0126136057618721
0.9976002626188916,0.9894918049536
-0.8453000513902846,-0.9230975873816744
-1.707969380068305,-1.8798173956598716
0.8120206272915481,0.6516710127234402
-0.4869719706271345,-0.3887182191660361
-0.1543631253894199,-0.1966058565382522
-1.0150140255253404,-1.0541124082311084
3.6290412515554777,3.8328155092207785
1.4957435469515659,2.0026541435431056
4.448026780319301,4.449999363861052
4.218642051672549,4.194055831099038
2.1484048742323347,2.3226018524124696
2.939734000379367,3.271398964773814
-1.1997665532184618,-1.1621881376007297
0.4933576705184284,0.6016857945082592
-0.44276608425874286,-0.353407980466934
-0.37542841481361866,-0.2108728239626096
0.1480889572675519,0.2279117091183995
1.536066133871763,1.594100762080849
-2.3349345979864453,-2.1915907284121903
4.255042401089494,4.174319905419412
-2.1300625479961997,-2.3445011277587517
-0.9325178783355571,-1.2060470606249285
-1.459077112155695,-1.916267731831341
0.7610292972420502,0.8497232889302824
-0.9171589638345657,-0.8727413395606396
0.6505593534628551,0.7558986106616559
0.05737958030233505,-0.1441614041670172
1.0619144905199334,1.2791542370624052
1.4015766986283464,1.4569519999646876
3.4935815829712156,3.357499784176822
2.3019635679045125,2.3880922886680387
2.8365099100628126,2.7972960863531084
4.391236900994056,4.359396816335853
3.350116314014688,3.352081518265519
1.557488238269811,1.7426301738086174
3.71578658114995,4.020319785350004
5.774156469747618,6.078383053116167
3.823929472500848,4.007888636318685
3.546218456060396,3.69682805526448
3.32431994941299,3.5393129755791684
3.9193932099468047,3.9861197980734175
3.3074504296467055,3.3537268500875737
1.8662259383269524,1.8896462442794988
4.17010891457954,4.151595035557023
0.690199238597572,0.6406598654552569
-1.5010147626530244,-1.8618881295965517
-0.5248403456570812,-1.1459300997745536
1.6967604722395087,1.388233716649549
-3.4796626356502953,-3.749232730286941
-1.264552295121266,-1.529848999872696
1.9666524155441756,1.6864210819963077
1.1536658378634603,1.1439685668891786
3.4119997887686506,3.4859643258188373
-0.21781698615757958,-0.144121410517181
-0.8424004178149107,-0.8863093687931843
-4.774312423639318,-4.62839368712561
1.4505592073487956,1.6017447372657645
1.320606534899172,1.289481645116609
-4.12347833291325,-3.9733266314159033
-0.945279502991341,-0.8257118885080296
-1.3408774907888408,-1.2641730740110786
-0.9664242403225946,-0.971903164085406
-3.1227146829187418,-3.1950839080565325
-8.370099098665523,-8.377459891891466
0.8372631203902403,1.037298560143621
4.12048222004799,4.092304023601852
0.2721368244014314,0.6364119559134265
0.6310270850311216,0.9388754701396268
1.951101429613544,2.0213002918273637
0.837145150989622,0.9531914028145188
-0.9680134489552786,-0.9284323737758928
2.9335599205093525,2.936957639820186
2.4516596012391654,2.6112331678502385
2.8647575165037744,2.8747576885930064
3.3747377933532507,3.4898324791144404
3.528771535132833,3.5736370049935937
4.546700447607171,4.527581903645286
4.898163185316935,5.009634273007512
1.615887643333322,1.7010981058749113
1.6324053971146655,1.6325013591623223
0.7360293835696449,0.8395716853986677
1.5996718415290956,1.7147934311327273
-2.4715635267922327,-2.6640913673425874
-2.2381685742636104,-2.25368386454942
1.7611310863816425,1.9952176833426123
3.300847090278159,3.457303854805803
0.13872597036710282,-0.1613126554231682
-3.640327290488276,-3.554034494220629
-0.06783278781963074,0.0080084241865809
-2.848128850431883,-3.040533729531018
0.3047887587836628,0.4373783987076357
1.1229583181429508,1.3489987927175648
-0.692249768152937,-0.499018465633061
-0.2654774283669323,-0.1176719871808438
0.7064795478021965,0.6441207198295279
-0.21672944750075968,-0.1558000229422123
1.2459555531920208,1.267237014834492
-2.9135948753173877,-2.83507912367198
-5.822178503565511,-5.864221709222747
-2.553815512837518,-2.598242249288069
-0.6019855240314549,-0.2163483932022334
-3.084586098389369,-3.086800493470297
-0.5460225443144611,-0.1439859363794454
2.08084418495547,2.01109929926519
2.5187299848807796,2.49915803104516
-3.62141578474776,-3.5998997393591923
-4.62759569532899,-4.73844058758693
4.619293688034315,4.778418290587819
0.16963072754653108,0.3159788414996951
-1.9539129427988682,-2.1057373314251038
-1.9422743053048857,-2.149582567146666
-2.494549518209262,-2.544658864760296
0.9725748288173929,0.9612294359153508
-3.540991756719295,-3.5987553499532967
0.11721075988909795,0.2090118829139256
-1.1554419258471753,-1.196531141960933
2.5866131957126357,2.6306355908989545
3.311811428747381,3.690796948119951
-4.193183816387111,-4.204506353573813
1.0148461156683308,1.2506929722839213
0.9204547493575679,0.993021692900489
-3.0587197555704178,-3.060405564161634
0.915781953822288,1.1388116259206862
-2.896318091016861,-2.945405733848196
-3.7816622617405296,-3.8798458644781455
1.851558763726167,1.940567855678648
0.8397844013920849,0.569939085627919
-5.525548737515859,-5.527611462782346
-4.388524245668585,-4.287115219940076
-4.330524438031046,-4.288227751835263
-0.6824600648185087,-0.4727660081074367
-2.86457049553134,-2.558053222770757
-4.765225650329092,-4.914590080577818
-5.045575362141649,-5.126075238877836
-4.075732622022549,-4.13174372376638
-3.11321727617295,-3.175384147586337
-4.25268336346003,-4.060967995017674
-6.58280202941009,-6.553310536151465
0.4057998480438133,0.7783916407217766
-5.37821711164198,-5.312090772327684
2.5543523840044795,3.0359282659474447
3.833337508167471,4.078466256911671
3.793574143046654,4.086813761830768
4.426859121170483,4.678311383246872
-2.4192017249879454,-2.510824977756992
2.237665620198399,2.357834408896638
2.0689585274394666,2.381065508555072
2.0643272339760528,2.35701683778344
3.7511465471914955,3.8449272040328215
3.655136358328643,3.875456793165742
1.8992830748792555,2.163624109677708
-0.20923726011497973,-0.154200857613105
1.7664795478318664,1.896751489146432
2.1165225593201464,2.2606152315206782
-5.238311214411799,-5.325774517051015
3.2557517246061893,3.5423664073321413
4.459768734542848,4.557216471466903
3.0931691323058925,3.1877588288866647
0.49767261858328293,0.6653013646410065
4.514752772073928,4.492407767435917
3.714983473749526,3.970397552646279
3.221301471047096,3.4309678812723288
4.390088461214935,4.507888956024177
4.202225166221551,4.249932861859499
4.365486966684058,4.50607387823652
3.3821796795774515,3.5103210016875064
3.961197620861362,4.022879381401146
2.5754332007564993,2.7663319361644505
4.401702600898312,4.74646772708385
1.7400445807384588,1.6700720730159115
7.562166133798876,7.935231336485878
4.198559911245933,4.376977989332184
-1.5960887575160774,-1.0648241817968078
-0.49626076607162223,-0.3137869932486352
5.991356857573539,6.297133863039809
5.344172709408747,5.44497645715686
1.1111825446889396,1.5542618365194454
3.100409090045204,3.3934794046855763
1.3867959488366695,1.7970317316643074
3.517886175529292,3.754498704090727
0.13672050246034034,0.4324021725092941
1.7567065069398373,1.9677461548004864
1.1607126849038474,1.1606191736467952
-3.3623405653262,-2.691373601621151
1.8645451684653314,2.2787218305093053
