"t_val_sex","p_val_sex","q_val_sex"
2.08196506250155,0.0375079040132319,0.271713795047998
0.0508398628375879,0.959459617894798,0.977266066978479
0.755637362885533,0.449980433261983,0.728713252246126
0.858671844128351,0.3906531659845,0.663463903937281
1.0989251972892,0.271969828950534,0.575383343395425
0.481540593240337,0.630199703884665,0.836469561882131
0.56650409320918,0.571132432565238,0.806605421210456
-0.381946733989463,0.702552762970211,0.85576311184429
0.0175153244521046,0.986027741629432,0.988498989102188
-1.62132811506358,0.105148854702394,0.397583771524124
0.836694968882291,0.402891867610603,0.674296012737411
-0.610540094883543,0.54159279930429,0.784917100441
1.23908878340172,0.215498534630019,0.542350610788098
1.4011705976751,0.161361454252306,0.485297606773852
-0.339494795637704,0.734282598202717,0.864898387964501
-0.455247145116883,0.648994635782342,0.836469561882131
0.68035808442802,0.496378453604808,0.760733262229591
0.45623606529897,0.64828357871863,0.836469561882131
1.36004554872928,0.174011515494273,0.49719858892682
0.522463131463937,0.60142190435828,0.823865622408602
-1.00610246539058,0.3145219118541,0.609609075104908
0.259573604027402,0.795226862387494,0.870503410503129
1.40265198580224,0.160919107050136,0.485297606773852
-1.03212042078852,0.302175281550372,0.598138202059428
0.736586425326343,0.461484361153402,0.736939969939653
0.303230265598582,0.761754714244562,0.864898387964501
1.36550247723713,0.172291528106667,0.49719858892682
-0.823299967077324,0.410462948718107,0.675659174844621
0.67667447266176,0.498712577857533,0.761393248637455
0.286170955829417,0.774785087315703,0.864898387964501
0.565044209188955,0.572124731960647,0.806605421210456
-0.752445064191971,0.451896684348792,0.728865619917406
-1.44640800910495,0.14826316644331,0.474442132618592
-1.40626389401779,0.159844424080123,0.485297606773852
-1.62361675376555,0.10465914204809,0.397583771524124
-1.90580309217741,0.0568589366975679,0.339456338492942
-4.41438989662855,1.08236478744707e-05,0.00144315304992943
-1.16300818025197,0.245003597014549,0.557271722656092
-0.257909582156021,0.796510620610363,0.870503410503129
0.295583814069261,0.767587172740096,0.864898387964501
-0.586697298563725,0.557491693266379,0.796416704666256
-2.8987421805028,0.00379886850337849,0.0624134349251121
0.0427602108375513,0.965898140252115,0.977266066978479
-0.731240042529906,0.464742083720153,0.736939969939653
0.558294991539995,0.576722876165476,0.806605421210456
0.561243624911164,0.574711870272983,0.806605421210456
1.38240469609096,0.167044844992216,0.491308367624164
0.297554232807348,0.766082927520467,0.864898387964501
1.70744572360622,0.0879377057983427,0.377363394682807
0.86333670471095,0.388084740106816,0.66339271813131
0.43350670600576,0.664706478723403,0.838777486757951
0.414413263097801,0.678628306930246,0.842822413972614
1.30544889529126,0.191932040754739,0.536872841271998
1.80940493817302,0.0705800316105051,0.348543365977803
1.02212884359237,0.306877994935409,0.598786331581286
1.11995319587255,0.262905662123091,0.571534048093677
2.29848282857813,0.021665682880085,0.199223243758148
0.0638268613166181,0.949116245920677,0.977266066978479
1.70346150811091,0.0886803977504596,0.377363394682807
1.23043565268165,0.218719035537856,0.542350610788098
0.843854133027488,0.398879968429289,0.67038650156183
1.81416576411392,0.06984374755635,0.348543365977803
1.21213411632507,0.225644125750636,0.547016062425784
1.28225239632627,0.199944143940399,0.542350610788098
0.522647712677868,0.601293455492423,0.823865622408602
2.06172847066335,0.0393985002819597,0.271713795047998
1.43202827084645,0.15233554489581,0.483604904431143
1.21685714590526,0.223842163697246,0.545956496822551
-0.247235676907325,0.804758285739004,0.872366705408134
-0.0861438830211723,0.931363066012783,0.965834117933268
-0.301519776994,0.763058255409151,0.864898387964501
-1.63445661538905,0.102364254987405,0.397583771524124
0.824341588822648,0.409871189823038,0.675659174844621
-1.7261687985113,0.0845145398039399,0.374332213088539
-1.87698898764157,0.0607056283568512,0.341855732973585
0.130590704405261,0.896115890833154,0.94421289492085
-0.934410398330957,0.350236475687035,0.63220446827355
-0.432073858479991,0.665747294169257,0.838777486757951
0.456190778139881,0.64831613425285,0.836469561882131
0.235716811405481,0.813683285276775,0.879657605704621
-2.39849101109206,0.0165792985559316,0.171325034166587
0.78065754660263,0.435122071937571,0.710403382755217
1.50679530928736,0.132065076029719,0.451504533434936
0.623421390318195,0.533098547521593,0.783968452237637
2.27148972814316,0.0232527027520745,0.206690691129552
0.0441595596544825,0.964782854409758,0.977266066978479
0.935351574140501,0.349751538076081,0.63220446827355
-0.27274334509883,0.785086518345521,0.865109111124541
-0.0853048880411599,0.932029923805604,0.965834117933268
-1.91766396988907,0.0553355866296384,0.335367191694778
-0.304554616405884,0.76074590804668,0.864898387964501
-3.66779321231563,0.000252847830319976,0.0126423915159988
-5.54419765765397,3.46087651668389e-08,1.38435060667356e-05
-3.25209742599342,0.00116997330926314,0.036677446592322
-3.33867958907388,0.000861557164228576,0.0313293514264937
-4.02463404624767,5.97918752190993e-05,0.00478335001752795
-0.224691511352321,0.822248619628947,0.886521422780536
-1.96645007208265,0.0494232475992615,0.308895297495385
-2.62226658456344,0.00881950182045754,0.114452308183269
-1.98576976707798,0.0472332502956375,0.299893652670714
-2.89443601819601,0.00385107881219747,0.0624134349251121
-2.90958621395408,0.00367022934443667,0.0624134349251121
-3.05906991018991,0.00225796377386072,0.0476957410746604
0.247269856719054,0.804731839920412,0.872366705408134
-2.89038100958121,0.00390083968281951,0.0624134349251121
-1.06297102263679,0.287959188249928,0.593417178344919
-0.360357616282762,0.718628376832317,0.860632786625529
1.6925671944299,0.0907370488849885,0.378485052870012
0.925300349735167,0.354952442704893,0.633843647687309
0.281753847816545,0.778169536525329,0.864898387964501
-0.314457163914235,0.753215787518262,0.864898387964501
2.39452952691592,0.0167588069793716,0.171325034166587
1.22611702321032,0.220339215816717,0.542350610788098
1.75599870286703,0.0792843483283203,0.366439769048867
-0.28745946930187,0.773798613755339,0.864898387964501
-0.1054485696788,0.916033399701638,0.954201458022539
0.408457607188819,0.682993663266911,0.842822413972614
-0.382667640135034,0.702018207750209,0.85576311184429
0.298144928691635,0.765632153655647,0.864898387964501
-0.330745973467129,0.740880675769758,0.864898387964501
-0.906997793355847,0.364547681993321,0.642220388967412
-0.467930436768491,0.639899533347248,0.836469561882131
0.917083527437827,0.359240262881335,0.638649356233485
-0.508636722740496,0.611078622517649,0.824366048281139
-0.532484524993444,0.594466095935476,0.82279044420135
-0.0470908304006193,0.962446847600055,0.977266066978479
-0.857239801817999,0.391443703322996,0.663463903937281
-2.4359769997677,0.0149626306307437,0.166251451452707
-1.46892711823816,0.14205365855202,0.468734039473872
-0.630916658430229,0.52818720276016,0.783968452237637
-1.11526391006616,0.264908679990257,0.572775524303259
-0.476230891684676,0.633976412310592,0.836469561882131
0.409827247431168,0.681988802443988,0.842822413972614
-3.06067144740177,0.00224599456855049,0.0476957410746604
-1.35515187606504,0.175564858331197,0.498056335691338
-1.40896094865179,0.159045494915953,0.485297606773852
-1.06003824376303,0.289290874443148,0.593417178344919
-0.974544293036649,0.329937060223064,0.616704785463672
-2.37727335309051,0.0175608160020752,0.171325034166587
-0.581855613700466,0.560747795814476,0.798217502938756
-0.196506430236153,0.844239330359247,0.905350488320908
-1.65258254371823,0.0986165662024147,0.390560658227385
-1.5415145504235,0.1233938967181,0.429196162497739
-0.190864982717031,0.84865614763933,0.905892558763561
0.788673107644154,0.430422617134934,0.705610847762187
1.86882220195723,0.0618343517038652,0.341855732973585
-2.6203095283995,0.00887005388420337,0.114452308183269
0.636457175531288,0.524571617540089,0.782942712746402
-1.52144442572116,0.128350487844326,0.442587889118366
-0.281442116793991,0.778408549168051,0.864898387964501
0.99201539532617,0.321343463572371,0.61010845365475
-0.66601038170526,0.505502682711547,0.768825372945318
-1.04567459446444,0.295872877759139,0.598138202059428
0.38017766496714,0.703865159491929,0.85576311184429
-0.33182039859405,0.740069339701498,0.864898387964501
-1.76655980315989,0.0774970071125828,0.366439769048867
-1.57230326730195,0.116082498444363,0.429196162497739
-3.11058070399163,0.00190092749188391,0.0475231872970978
-5.09527155205545,3.90554697644767e-07,7.81109395289533e-05
-3.21822569109942,0.00131629311201527,0.036677446592322
0.282566110853204,0.777546851113276,0.864898387964501
-0.687495969368074,0.491872175587815,0.759520104536128
-3.94106963557347,8.46955842265193e-05,0.00483974767008682
0.696443635412033,0.486254532090074,0.756816392358091
-2.11417246323557,0.0346584381950217,0.262583443374421
-1.25839800027509,0.208435673862576,0.542350610788098
-2.94563562276924,0.00327056898974576,0.0624134349251121
-0.505867135358702,0.613021214166543,0.824366048281139
-0.459622541237945,0.645851056600101,0.836469561882131
-0.991013645211097,0.32183220930288,0.61010845365475
-1.81049473721322,0.070410929095579,0.348543365977803
2.29413833780439,0.0219145568133963,0.199223243758148
-0.371261814166825,0.71049282103295,0.860632786625529
-0.561877507794712,0.574279988034743,0.806605421210456
1.75789185531015,0.0789615090254837,0.366439769048867
-2.24189085948238,0.0251081381158397,0.213686281836934
-0.907307095070144,0.364384192546877,0.642220388967412
-0.440882102358358,0.659359285058652,0.83868912732978
-1.1852991667677,0.236079244898179,0.550144606125845
-2.54257018147385,0.0110997449826953,0.138118527118888
-0.029541758165902,0.976436284332089,0.981342999328733
-0.45045301729215,0.652446258268062,0.836469561882131
0.123504709138409,0.901723314649411,0.94421289492085
0.776935289120551,0.437314439200469,0.711080388943853
0.960855074127651,0.336773563542054,0.626555467054983
0.460579294203813,0.645164501105955,0.836469561882131
0.601554699945498,0.547557772592199,0.785029064648313
0.533906920056591,0.593481807151628,0.82279044420135
3.05805916895351,0.00226554770104637,0.0476957410746604
0.6135712247088,0.539587926523753,0.784855165852732
-0.249116946878055,0.803303031088284,0.872366705408134
0.163069273060933,0.870484959514962,0.923591468981393
-0.652973956130717,0.513869038968519,0.775651379575122
-1.24151575776262,0.21460144014795,0.542350610788098
-1.10041740266617,0.271319636795087,0.575383343395425
-1.19054700851545,0.234012132353322,0.550144606125845
-0.0628501833570039,0.949893835283117,0.977266066978479
3.49726760322453,0.000483198608291287,0.021475493701835
-2.52761104641667,0.0115819493167788,0.138118527118888
0.99570709293454,0.319546505404849,0.61010845365475
